--- Running (Engine Host) ---
[Main] Using GpuExecutor generic executor.
---------------------------------------------------
======================RESULT=======================
---------------------------------------------------
p_size|supplier_cnt|p_brand|p_type|
29|20.00|Brand#33|ECONOMY BRUSHED NICKEL|
35|20.00|Brand#33|ECONOMY BRUSHED STEEL|
2|20.00|Brand#33|ECONOMY BURNISHED TIN|
44|20.00|Brand#33|ECONOMY PLATED NICKEL|
19|20.00|Brand#33|ECONOMY POLISHED COPPER|
12|20.00|Brand#33|LARGE ANODIZED BRASS|
2|20.00|Brand#33|LARGE BRUSHED COPPER|
30|20.00|Brand#33|LARGE POLISHED COPPER|
18|20.00|Brand#33|LARGE POLISHED NICKEL|
32|20.00|Brand#33|MEDIUM ANODIZED COPPER|
16|20.00|Brand#33|MEDIUM POLISHED TIN|
25|20.00|Brand#33|PROMO BURNISHED NICKEL|
8|20.00|Brand#33|PROMO PLATED NICKEL|
14|20.00|Brand#33|PROMO PLATED NICKEL|
4|20.00|Brand#33|PROMO POLISHED BRASS|
28|20.00|Brand#33|PROMO POLISHED BRASS|
10|20.00|Brand#33|SMALL ANODIZED BRASS|
17|20.00|Brand#33|SMALL BRUSHED COPPER|
39|20.00|Brand#33|SMALL BURNISHED BRASS|
16|20.00|Brand#33|SMALL PLATED TIN|
9|20.00|Brand#33|SMALL POLISHED TIN|
49|20.00|Brand#33|STANDARD ANODIZED BRASS|
43|20.00|Brand#33|STANDARD ANODIZED COPPER|
45|20.00|Brand#33|STANDARD BURNISHED BRASS|
42|20.00|Brand#33|STANDARD BURNISHED COPPER|
4|20.00|Brand#33|STANDARD PLATED NICKEL|
31|20.00|Brand#33|STANDARD PLATED STEEL|
49|20.00|Brand#34|ECONOMY BRUSHED NICKEL|
27|20.00|Brand#34|ECONOMY BURNISHED TIN|
10|20.00|Brand#34|ECONOMY PLATED BRASS|
17|20.00|Brand#34|ECONOMY PLATED NICKEL|
38|20.00|Brand#34|ECONOMY PLATED NICKEL|
28|20.00|Brand#34|ECONOMY PLATED STEEL|
32|20.00|Brand#34|ECONOMY PLATED STEEL|
39|20.00|Brand#34|ECONOMY PLATED STEEL|
35|20.00|Brand#34|LARGE ANODIZED COPPER|
47|20.00|Brand#34|LARGE ANODIZED NICKEL|
19|20.00|Brand#34|LARGE BRUSHED BRASS|
10|20.00|Brand#34|LARGE BURNISHED NICKEL|
6|20.00|Brand#34|LARGE POLISHED COPPER|
7|20.00|Brand#34|MEDIUM ANODIZED STEEL|
29|20.00|Brand#34|MEDIUM BRUSHED BRASS|
34|20.00|Brand#34|MEDIUM PLATED BRASS|
39|20.00|Brand#34|MEDIUM PLATED STEEL|
12|20.00|Brand#34|MEDIUM POLISHED STEEL|
50|20.00|Brand#34|PROMO ANODIZED STEEL|
44|20.00|Brand#34|PROMO PLATED BRASS|
42|20.00|Brand#34|PROMO PLATED TIN|
28|20.00|Brand#34|SMALL ANODIZED BRASS|
50|20.00|Brand#34|SMALL ANODIZED BRASS|
33|20.00|Brand#34|SMALL ANODIZED NICKEL|
3|20.00|Brand#34|SMALL BRUSHED TIN|
16|20.00|Brand#34|SMALL PLATED TIN|
33|20.00|Brand#34|STANDARD ANODIZED COPPER|
2|20.00|Brand#34|STANDARD BRUSHED BRASS|
20|20.00|Brand#34|STANDARD BRUSHED COPPER|
48|20.00|Brand#34|STANDARD BURNISHED BRASS|
28|20.00|Brand#34|STANDARD BURNISHED STEEL|
42|20.00|Brand#34|STANDARD PLATED BRASS|
9|20.00|Brand#34|STANDARD PLATED COPPER|
11|20.00|Brand#34|STANDARD POLISHED NICKEL|
44|20.00|Brand#35|ECONOMY ANODIZED STEEL|
17|20.00|Brand#35|ECONOMY BURNISHED COPPER|
25|20.00|Brand#35|ECONOMY BURNISHED TIN|
32|20.00|Brand#35|ECONOMY PLATED NICKEL|
29|20.00|Brand#35|ECONOMY POLISHED NICKEL|
40|20.00|Brand#35|ECONOMY POLISHED NICKEL|
13|20.00|Brand#35|ECONOMY POLISHED STEEL|
47|20.00|Brand#35|ECONOMY POLISHED STEEL|
50|20.00|Brand#35|ECONOMY POLISHED STEEL|
48|20.00|Brand#35|LARGE ANODIZED COPPER|
3|20.00|Brand#35|LARGE ANODIZED NICKEL|
7|20.00|Brand#35|LARGE BRUSHED STEEL|
37|20.00|Brand#35|LARGE BURNISHED BRASS|
50|20.00|Brand#35|LARGE BURNISHED BRASS|
8|20.00|Brand#35|LARGE PLATED STEEL|
33|20.00|Brand#35|LARGE POLISHED COPPER|
8|20.00|Brand#35|LARGE POLISHED NICKEL|
45|20.00|Brand#35|MEDIUM ANODIZED BRASS|
23|20.00|Brand#35|MEDIUM ANODIZED STEEL|
5|20.00|Brand#35|MEDIUM BRUSHED BRASS|
11|20.00|Brand#35|MEDIUM BRUSHED BRASS|
31|20.00|Brand#35|MEDIUM BRUSHED TIN|
43|20.00|Brand#35|MEDIUM BURNISHED STEEL|
49|20.00|Brand#35|PROMO ANODIZED COPPER|
7|20.00|Brand#35|PROMO POLISHED STEEL|
26|20.00|Brand#35|SMALL BRUSHED NICKEL|
33|20.00|Brand#35|SMALL BRUSHED TIN|
44|20.00|Brand#35|SMALL BURNISHED STEEL|
14|20.00|Brand#35|SMALL POLISHED COPPER|
32|20.00|Brand#35|STANDARD BRUSHED STEEL|
6|20.00|Brand#35|STANDARD BRUSHED TIN|
32|20.00|Brand#35|STANDARD BURNISHED BRASS|
18|20.00|Brand#35|STANDARD BURNISHED COPPER|
31|20.00|Brand#35|STANDARD BURNISHED NICKEL|
30|20.00|Brand#35|STANDARD PLATED COPPER|
37|20.00|Brand#35|STANDARD PLATED COPPER|
11|20.00|Brand#35|STANDARD PLATED STEEL|
12|20.00|Brand#35|STANDARD PLATED STEEL|
44|20.00|Brand#35|STANDARD PLATED STEEL|
42|20.00|Brand#35|STANDARD POLISHED NICKEL|
34|20.00|Brand#41|ECONOMY BURNISHED COPPER|
29|20.00|Brand#41|ECONOMY BURNISHED TIN|
42|20.00|Brand#41|ECONOMY PLATED NICKEL|
38|20.00|Brand#41|ECONOMY PLATED TIN|
38|20.00|Brand#41|ECONOMY POLISHED BRASS|
15|20.00|Brand#41|ECONOMY POLISHED NICKEL|
3|20.00|Brand#41|LARGE ANODIZED STEEL|
23|20.00|Brand#41|LARGE BRUSHED NICKEL|
20|20.00|Brand#41|LARGE BRUSHED TIN|
31|20.00|Brand#41|LARGE BRUSHED TIN|
3|20.00|Brand#41|LARGE BURNISHED COPPER|
31|20.00|Brand#41|LARGE BURNISHED STEEL|
12|20.00|Brand#41|LARGE BURNISHED TIN|
7|20.00|Brand#41|LARGE POLISHED COPPER|
39|20.00|Brand#41|LARGE POLISHED COPPER|
12|20.00|Brand#41|MEDIUM BRUSHED NICKEL|
34|20.00|Brand#41|MEDIUM BURNISHED BRASS|
8|20.00|Brand#41|MEDIUM PLATED NICKEL|
18|20.00|Brand#41|MEDIUM PLATED NICKEL|
19|20.00|Brand#41|MEDIUM PLATED STEEL|
41|20.00|Brand#41|MEDIUM POLISHED BRASS|
20|20.00|Brand#41|PROMO ANODIZED STEEL|
18|20.00|Brand#41|PROMO BURNISHED COPPER|
5|20.00|Brand#41|SMALL ANODIZED TIN|
4|20.00|Brand#41|SMALL BRUSHED NICKEL|
42|20.00|Brand#41|SMALL BRUSHED TIN|
23|20.00|Brand#41|SMALL BURNISHED COPPER|
17|20.00|Brand#41|SMALL BURNISHED TIN|
46|20.00|Brand#41|SMALL PLATED COPPER|
37|20.00|Brand#41|SMALL PLATED NICKEL|
33|20.00|Brand#41|STANDARD ANODIZED TIN|
37|20.00|Brand#41|STANDARD BRUSHED STEEL|
29|20.00|Brand#41|STANDARD BURNISHED COPPER|
2|20.00|Brand#41|STANDARD POLISHED COPPER|
41|20.00|Brand#41|STANDARD POLISHED NICKEL|
43|20.00|Brand#41|STANDARD POLISHED NICKEL|
33|20.00|Brand#42|ECONOMY ANODIZED TIN|
5|20.00|Brand#42|ECONOMY BRUSHED COPPER|
8|20.00|Brand#42|ECONOMY BURNISHED BRASS|
35|20.00|Brand#42|ECONOMY BURNISHED BRASS|
10|20.00|Brand#42|ECONOMY BURNISHED COPPER|
48|20.00|Brand#42|ECONOMY POLISHED TIN|
6|20.00|Brand#42|LARGE POLISHED COPPER|
14|20.00|Brand#42|MEDIUM BURNISHED BRASS|
42|20.00|Brand#42|MEDIUM BURNISHED STEEL|
48|20.00|Brand#42|MEDIUM PLATED COPPER|
35|20.00|Brand#42|MEDIUM POLISHED COPPER|
9|20.00|Brand#42|MEDIUM POLISHED TIN|
39|20.00|Brand#42|PROMO ANODIZED STEEL|
28|20.00|Brand#42|PROMO BRUSHED BRASS|
30|20.00|Brand#42|PROMO BRUSHED NICKEL|
43|20.00|Brand#42|PROMO BURNISHED STEEL|
24|20.00|Brand#42|PROMO POLISHED NICKEL|
5|20.00|Brand#42|SMALL ANODIZED COPPER|
3|20.00|Brand#42|SMALL BURNISHED COPPER|
43|20.00|Brand#42|STANDARD ANODIZED NICKEL|
25|20.00|Brand#42|STANDARD ANODIZED STEEL|
4|20.00|Brand#42|STANDARD BRUSHED NICKEL|
22|20.00|Brand#42|STANDARD BRUSHED NICKEL|
48|20.00|Brand#42|STANDARD BRUSHED STEEL|
30|20.00|Brand#42|STANDARD BURNISHED NICKEL|
18|20.00|Brand#43|ECONOMY ANODIZED COPPER|
18|20.00|Brand#43|ECONOMY ANODIZED STEEL|
50|20.00|Brand#43|ECONOMY BRUSHED BRASS|
29|20.00|Brand#43|ECONOMY BRUSHED TIN|
21|20.00|Brand#43|ECONOMY BURNISHED BRASS|
28|20.00|Brand#43|ECONOMY PLATED BRASS|
9|20.00|Brand#43|ECONOMY POLISHED COPPER|
41|20.00|Brand#43|LARGE ANODIZED BRASS|
26|20.00|Brand#43|LARGE BURNISHED NICKEL|
22|20.00|Brand#43|LARGE PLATED COPPER|
13|20.00|Brand#43|LARGE PLATED TIN|
22|20.00|Brand#43|MEDIUM ANODIZED COPPER|
4|20.00|Brand#43|MEDIUM PLATED COPPER|
6|20.00|Brand#43|MEDIUM POLISHED STEEL|
25|20.00|Brand#43|PROMO BRUSHED BRASS|
40|20.00|Brand#43|PROMO BRUSHED COPPER|
11|20.00|Brand#43|PROMO POLISHED COPPER|
41|20.00|Brand#43|PROMO POLISHED NICKEL|
26|20.00|Brand#43|PROMO POLISHED TIN|
46|20.00|Brand#43|SMALL ANODIZED STEEL|
5|20.00|Brand#43|SMALL PLATED NICKEL|
3|20.00|Brand#43|SMALL PLATED STEEL|
24|20.00|Brand#43|SMALL POLISHED COPPER|
32|20.00|Brand#43|STANDARD ANODIZED NICKEL|
2|20.00|Brand#43|STANDARD BURNISHED BRASS|
23|20.00|Brand#43|STANDARD BURNISHED TIN|
4|20.00|Brand#44|ECONOMY BRUSHED BRASS|
5|20.00|Brand#44|ECONOMY PLATED TIN|
17|20.00|Brand#44|ECONOMY PLATED TIN|
37|20.00|Brand#44|ECONOMY POLISHED BRASS|
23|20.00|Brand#44|LARGE ANODIZED STEEL|
13|20.00|Brand#44|MEDIUM ANODIZED TIN|
35|20.00|Brand#44|MEDIUM BRUSHED BRASS|
29|20.00|Brand#44|MEDIUM PLATED COPPER|
20|20.00|Brand#44|MEDIUM POLISHED COPPER|
26|20.00|Brand#44|PROMO ANODIZED STEEL|
21|20.00|Brand#44|PROMO ANODIZED TIN|
23|20.00|Brand#44|PROMO ANODIZED TIN|
4|20.00|Brand#44|PROMO BRUSHED STEEL|
13|20.00|Brand#44|PROMO BURNISHED COPPER|
33|20.00|Brand#44|PROMO BURNISHED NICKEL|
30|20.00|Brand#44|SMALL ANODIZED STEEL|
47|20.00|Brand#44|SMALL BRUSHED NICKEL|
17|20.00|Brand#44|SMALL BURNISHED NICKEL|
10|20.00|Brand#44|SMALL PLATED TIN|
41|20.00|Brand#44|SMALL POLISHED NICKEL|
18|20.00|Brand#44|STANDARD ANODIZED NICKEL|
48|20.00|Brand#44|STANDARD ANODIZED STEEL|
29|20.00|Brand#44|STANDARD BRUSHED COPPER|
11|20.00|Brand#44|STANDARD BURNISHED BRASS|
7|20.00|Brand#44|STANDARD BURNISHED NICKEL|
17|20.00|Brand#44|STANDARD BURNISHED STEEL|
1|20.00|Brand#44|STANDARD PLATED BRASS|
28|20.00|Brand#44|STANDARD PLATED BRASS|
4|20.00|Brand#44|STANDARD PLATED STEEL|
24|20.00|Brand#45|ECONOMY ANODIZED COPPER|
13|20.00|Brand#45|ECONOMY ANODIZED STEEL|
30|20.00|Brand#45|ECONOMY PLATED STEEL|
8|20.00|Brand#45|ECONOMY POLISHED STEEL|
7|20.00|Brand#45|LARGE ANODIZED STEEL|
36|20.00|Brand#45|LARGE BRUSHED COPPER|
45|20.00|Brand#45|LARGE BRUSHED NICKEL|
26|20.00|Brand#45|LARGE BURNISHED STEEL|
26|20.00|Brand#45|LARGE BURNISHED TIN|
8|20.00|Brand#45|MEDIUM PLATED TIN|
46|20.00|Brand#45|MEDIUM POLISHED TIN|
44|20.00|Brand#45|PROMO ANODIZED STEEL|
22|20.00|Brand#45|PROMO BRUSHED BRASS|
3|20.00|Brand#45|PROMO BRUSHED NICKEL|
26|20.00|Brand#45|PROMO BURNISHED STEEL|
33|20.00|Brand#45|PROMO POLISHED BRASS|
36|20.00|Brand#45|SMALL ANODIZED NICKEL|
35|20.00|Brand#45|SMALL BRUSHED BRASS|
47|20.00|Brand#45|SMALL BRUSHED BRASS|
32|20.00|Brand#45|SMALL PLATED COPPER|
14|20.00|Brand#45|SMALL POLISHED NICKEL|
20|20.00|Brand#45|STANDARD ANODIZED BRASS|
1|20.00|Brand#45|STANDARD ANODIZED STEEL|
34|20.00|Brand#45|STANDARD ANODIZED TIN|
10|20.00|Brand#45|STANDARD BRUSHED BRASS|
33|20.00|Brand#45|STANDARD BRUSHED BRASS|
41|20.00|Brand#45|STANDARD BURNISHED NICKEL|
27|20.00|Brand#45|STANDARD PLATED STEEL|
38|20.00|Brand#45|STANDARD POLISHED TIN|
13|20.00|Brand#51|ECONOMY ANODIZED COPPER|
49|20.00|Brand#51|ECONOMY BRUSHED BRASS|
22|20.00|Brand#51|ECONOMY BRUSHED COPPER|
50|20.00|Brand#51|ECONOMY BURNISHED BRASS|
4|20.00|Brand#51|ECONOMY BURNISHED STEEL|
12|20.00|Brand#51|ECONOMY PLATED COPPER|
42|20.00|Brand#51|ECONOMY PLATED NICKEL|
39|20.00|Brand#51|ECONOMY POLISHED BRASS|
9|20.00|Brand#51|ECONOMY POLISHED NICKEL|
24|20.00|Brand#51|ECONOMY POLISHED STEEL|
32|20.00|Brand#51|LARGE ANODIZED BRASS|
39|20.00|Brand#51|LARGE BRUSHED NICKEL|
48|20.00|Brand#51|LARGE BRUSHED NICKEL|
29|20.00|Brand#51|LARGE PLATED BRASS|
38|20.00|Brand#51|LARGE PLATED NICKEL|
21|20.00|Brand#51|LARGE POLISHED BRASS|
5|20.00|Brand#51|MEDIUM BRUSHED COPPER|
9|20.00|Brand#51|MEDIUM BRUSHED TIN|
26|20.00|Brand#51|MEDIUM BURNISHED NICKEL|
9|20.00|Brand#51|MEDIUM PLATED BRASS|
31|20.00|Brand#51|MEDIUM PLATED STEEL|
25|20.00|Brand#51|MEDIUM POLISHED BRASS|
5|20.00|Brand#51|PROMO BRUSHED NICKEL|
9|20.00|Brand#51|PROMO BURNISHED BRASS|
18|20.00|Brand#51|PROMO BURNISHED NICKEL|
26|20.00|Brand#51|PROMO POLISHED COPPER|
15|20.00|Brand#51|SMALL ANODIZED TIN|
17|20.00|Brand#51|SMALL BURNISHED NICKEL|
49|20.00|Brand#51|SMALL PLATED NICKEL|
20|20.00|Brand#51|SMALL POLISHED TIN|
49|20.00|Brand#51|STANDARD ANODIZED NICKEL|
40|20.00|Brand#51|STANDARD ANODIZED STEEL|
3|20.00|Brand#51|STANDARD BRUSHED COPPER|
17|20.00|Brand#51|STANDARD BRUSHED NICKEL|
33|20.00|Brand#51|STANDARD BURNISHED NICKEL|
8|20.00|Brand#51|STANDARD BURNISHED STEEL|
38|20.00|Brand#51|STANDARD POLISHED TIN|
3|20.00|Brand#52|ECONOMY ANODIZED BRASS|
47|20.00|Brand#52|ECONOMY ANODIZED STEEL|
8|20.00|Brand#52|ECONOMY BRUSHED COPPER|
49|20.00|Brand#52|ECONOMY BRUSHED COPPER|
10|20.00|Brand#52|ECONOMY BRUSHED NICKEL|
50|20.00|Brand#52|ECONOMY BURNISHED TIN|
45|20.00|Brand#52|LARGE ANODIZED NICKEL|
18|20.00|Brand#52|LARGE BRUSHED COPPER|
41|20.00|Brand#52|LARGE BRUSHED STEEL|
34|20.00|Brand#52|LARGE BURNISHED TIN|
17|20.00|Brand#52|LARGE PLATED BRASS|
15|20.00|Brand#52|LARGE PLATED STEEL|
23|20.00|Brand#52|MEDIUM ANODIZED TIN|
8|20.00|Brand#52|MEDIUM BRUSHED NICKEL|
13|20.00|Brand#52|MEDIUM BRUSHED NICKEL|
13|20.00|Brand#52|MEDIUM BRUSHED STEEL|
45|20.00|Brand#52|MEDIUM BURNISHED TIN|
22|20.00|Brand#52|MEDIUM POLISHED COPPER|
8|20.00|Brand#52|PROMO ANODIZED COPPER|
11|20.00|Brand#52|PROMO ANODIZED STEEL|
24|20.00|Brand#52|PROMO BRUSHED COPPER|
5|20.00|Brand#52|PROMO BURNISHED COPPER|
46|20.00|Brand#52|PROMO POLISHED COPPER|
35|20.00|Brand#52|PROMO POLISHED NICKEL|
11|20.00|Brand#52|SMALL ANODIZED STEEL|
13|20.00|Brand#52|SMALL ANODIZED TIN|
15|20.00|Brand#52|SMALL BRUSHED STEEL|
21|20.00|Brand#52|SMALL BRUSHED TIN|
7|20.00|Brand#52|SMALL BURNISHED COPPER|
44|20.00|Brand#52|SMALL BURNISHED COPPER|
36|20.00|Brand#52|SMALL PLATED COPPER|
6|20.00|Brand#52|SMALL PLATED TIN|
45|20.00|Brand#52|STANDARD ANODIZED BRASS|
26|20.00|Brand#52|STANDARD BRUSHED NICKEL|
32|20.00|Brand#52|STANDARD BURNISHED COPPER|
35|20.00|Brand#52|STANDARD BURNISHED COPPER|
10|20.00|Brand#52|STANDARD PLATED NICKEL|
11|20.00|Brand#53|ECONOMY BRUSHED NICKEL|
1|20.00|Brand#53|ECONOMY BURNISHED NICKEL|
45|20.00|Brand#53|ECONOMY PLATED COPPER|
4|20.00|Brand#53|ECONOMY POLISHED BRASS|
20|20.00|Brand#53|ECONOMY POLISHED COPPER|
30|20.00|Brand#53|LARGE ANODIZED NICKEL|
35|20.00|Brand#53|LARGE ANODIZED NICKEL|
42|20.00|Brand#53|LARGE BRUSHED TIN|
11|20.00|Brand#53|LARGE BURNISHED TIN|
39|20.00|Brand#53|LARGE PLATED COPPER|
34|20.00|Brand#53|LARGE PLATED NICKEL|
39|20.00|Brand#53|MEDIUM ANODIZED COPPER|
10|20.00|Brand#53|MEDIUM ANODIZED NICKEL|
47|20.00|Brand#53|MEDIUM BRUSHED COPPER|
16|20.00|Brand#53|MEDIUM BRUSHED TIN|
11|20.00|Brand#53|MEDIUM BURNISHED COPPER|
38|20.00|Brand#53|MEDIUM BURNISHED STEEL|
31|20.00|Brand#53|MEDIUM PLATED BRASS|
48|20.00|Brand#53|MEDIUM PLATED NICKEL|
22|20.00|Brand#53|PROMO ANODIZED COPPER|
49|20.00|Brand#53|PROMO ANODIZED COPPER|
8|20.00|Brand#53|PROMO ANODIZED TIN|
23|20.00|Brand#53|PROMO BRUSHED COPPER|
38|20.00|Brand#53|PROMO BURNISHED TIN|
19|20.00|Brand#53|PROMO PLATED TIN|
40|20.00|Brand#53|PROMO PLATED TIN|
3|20.00|Brand#53|PROMO POLISHED NICKEL|
31|20.00|Brand#53|PROMO POLISHED TIN|
9|20.00|Brand#53|SMALL ANODIZED STEEL|
3|20.00|Brand#53|SMALL BRUSHED COPPER|
3|20.00|Brand#53|SMALL BRUSHED NICKEL|
10|20.00|Brand#53|SMALL BRUSHED TIN|
28|20.00|Brand#53|STANDARD ANODIZED COPPER|
35|20.00|Brand#53|STANDARD ANODIZED TIN|
34|20.00|Brand#53|STANDARD BURNISHED TIN|
8|20.00|Brand#53|STANDARD PLATED STEEL|
47|20.00|Brand#53|STANDARD POLISHED COPPER|
21|20.00|Brand#53|STANDARD POLISHED TIN|
37|20.00|Brand#54|ECONOMY ANODIZED NICKEL|
38|20.00|Brand#54|ECONOMY ANODIZED TIN|
9|20.00|Brand#54|ECONOMY PLATED STEEL|
15|20.00|Brand#54|ECONOMY POLISHED NICKEL|
3|20.00|Brand#54|ECONOMY POLISHED TIN|
26|20.00|Brand#54|LARGE ANODIZED COPPER|
40|20.00|Brand#54|LARGE BRUSHED BRASS|
29|20.00|Brand#54|LARGE PLATED COPPER|
2|20.00|Brand#54|LARGE PLATED STEEL|
16|20.00|Brand#54|MEDIUM BRUSHED COPPER|
43|20.00|Brand#54|MEDIUM BRUSHED NICKEL|
32|20.00|Brand#54|MEDIUM BURNISHED NICKEL|
35|20.00|Brand#54|PROMO ANODIZED BRASS|
10|20.00|Brand#54|PROMO BRUSHED STEEL|
22|20.00|Brand#54|PROMO BRUSHED STEEL|
2|20.00|Brand#54|PROMO BURNISHED NICKEL|
16|20.00|Brand#54|SMALL ANODIZED COPPER|
16|20.00|Brand#54|SMALL ANODIZED STEEL|
19|20.00|Brand#54|SMALL BRUSHED BRASS|
26|20.00|Brand#54|SMALL BRUSHED NICKEL|
10|20.00|Brand#54|SMALL BURNISHED BRASS|
26|20.00|Brand#54|SMALL PLATED COPPER|
31|20.00|Brand#54|SMALL POLISHED NICKEL|
47|20.00|Brand#54|SMALL POLISHED TIN|
12|20.00|Brand#54|STANDARD ANODIZED BRASS|
47|20.00|Brand#54|STANDARD BRUSHED COPPER|
33|20.00|Brand#54|STANDARD BRUSHED NICKEL|
11|20.00|Brand#54|STANDARD BRUSHED TIN|
48|20.00|Brand#54|STANDARD PLATED BRASS|
42|20.00|Brand#55|ECONOMY ANODIZED BRASS|
41|20.00|Brand#55|ECONOMY ANODIZED STEEL|
42|20.00|Brand#55|ECONOMY POLISHED NICKEL|
16|20.00|Brand#55|ECONOMY POLISHED STEEL|
25|20.00|Brand#55|LARGE ANODIZED COPPER|
6|20.00|Brand#55|LARGE BURNISHED STEEL|
20|20.00|Brand#55|LARGE PLATED COPPER|
3|20.00|Brand#55|MEDIUM ANODIZED COPPER|
43|20.00|Brand#55|MEDIUM BRUSHED BRASS|
20|20.00|Brand#55|MEDIUM PLATED COPPER|
21|20.00|Brand#55|MEDIUM PLATED NICKEL|
42|20.00|Brand#55|MEDIUM PLATED NICKEL|
22|20.00|Brand#55|PROMO BRUSHED TIN|
37|20.00|Brand#55|PROMO BURNISHED NICKEL|
14|20.00|Brand#55|PROMO BURNISHED STEEL|
22|20.00|Brand#55|PROMO BURNISHED STEEL|
6|20.00|Brand#55|PROMO BURNISHED TIN|
18|20.00|Brand#55|PROMO BURNISHED TIN|
13|20.00|Brand#55|PROMO PLATED STEEL|
49|20.00|Brand#55|PROMO POLISHED NICKEL|
6|20.00|Brand#55|SMALL ANODIZED COPPER|
27|20.00|Brand#55|SMALL ANODIZED COPPER|
43|20.00|Brand#55|SMALL BRUSHED COPPER|
25|20.00|Brand#55|SMALL BURNISHED NICKEL|
19|20.00|Brand#55|STANDARD ANODIZED BRASS|
8|20.00|Brand#55|STANDARD ANODIZED STEEL|
45|20.00|Brand#55|STANDARD BURNISHED COPPER|
11|20.00|Brand#55|STANDARD BURNISHED TIN|
39|20.00|Brand#55|STANDARD PLATED STEEL|
15|19.00|Brand#14|SMALL BURNISHED COPPER|
32|19.00|Brand#15|MEDIUM ANODIZED COPPER|
22|19.00|Brand#15|STANDARD PLATED STEEL|
5|19.00|Brand#21|MEDIUM ANODIZED NICKEL|
37|19.00|Brand#21|MEDIUM POLISHED STEEL|
7|19.00|Brand#22|PROMO POLISHED BRASS|
2|19.00|Brand#23|PROMO ANODIZED COPPER|
4|19.00|Brand#25|ECONOMY BURNISHED NICKEL|
42|19.00|Brand#31|ECONOMY PLATED NICKEL|
12|19.00|Brand#32|LARGE PLATED TIN|
3|19.00|Brand#43|ECONOMY ANODIZED TIN|
32|19.00|Brand#44|STANDARD PLATED NICKEL|
30|19.00|Brand#53|LARGE PLATED NICKEL|
37|19.00|Brand#53|LARGE POLISHED COPPER|
14|16.00|Brand#11|ECONOMY ANODIZED BRASS|
23|16.00|Brand#11|ECONOMY ANODIZED BRASS|
14|16.00|Brand#11|ECONOMY ANODIZED COPPER|
21|16.00|Brand#11|ECONOMY ANODIZED STEEL|
37|16.00|Brand#11|ECONOMY ANODIZED TIN|
49|16.00|Brand#11|ECONOMY BRUSHED BRASS|
1|16.00|Brand#11|ECONOMY BRUSHED COPPER|
10|16.00|Brand#11|ECONOMY BRUSHED NICKEL|
12|16.00|Brand#11|ECONOMY BRUSHED STEEL|
19|16.00|Brand#11|ECONOMY BRUSHED STEEL|
8|16.00|Brand#11|ECONOMY BRUSHED TIN|
16|16.00|Brand#11|ECONOMY BRUSHED TIN|
7|16.00|Brand#11|ECONOMY BURNISHED NICKEL|
23|16.00|Brand#11|ECONOMY BURNISHED NICKEL|
24|16.00|Brand#11|ECONOMY BURNISHED NICKEL|
31|16.00|Brand#11|ECONOMY PLATED TIN|
12|16.00|Brand#11|ECONOMY POLISHED COPPER|
30|16.00|Brand#11|ECONOMY POLISHED COPPER|
41|16.00|Brand#11|ECONOMY POLISHED COPPER|
10|16.00|Brand#11|ECONOMY POLISHED NICKEL|
11|16.00|Brand#11|LARGE ANODIZED COPPER|
14|16.00|Brand#11|LARGE ANODIZED COPPER|
12|16.00|Brand#11|LARGE ANODIZED TIN|
41|16.00|Brand#11|LARGE ANODIZED TIN|
17|16.00|Brand#11|LARGE BRUSHED BRASS|
12|16.00|Brand#11|LARGE BRUSHED COPPER|
35|16.00|Brand#11|LARGE BRUSHED COPPER|
45|16.00|Brand#11|LARGE BRUSHED TIN|
22|16.00|Brand#11|LARGE BURNISHED BRASS|
23|16.00|Brand#11|LARGE BURNISHED COPPER|
41|16.00|Brand#11|LARGE BURNISHED COPPER|
36|16.00|Brand#11|LARGE BURNISHED NICKEL|
38|16.00|Brand#11|LARGE BURNISHED NICKEL|
6|16.00|Brand#11|LARGE PLATED COPPER|
14|16.00|Brand#11|LARGE PLATED STEEL|
32|16.00|Brand#11|LARGE PLATED STEEL|
44|16.00|Brand#11|LARGE PLATED TIN|
7|16.00|Brand#11|LARGE POLISHED BRASS|
17|16.00|Brand#11|LARGE POLISHED COPPER|
40|16.00|Brand#11|LARGE POLISHED COPPER|
43|16.00|Brand#11|LARGE POLISHED NICKEL|
30|16.00|Brand#11|LARGE POLISHED STEEL|
21|16.00|Brand#11|MEDIUM ANODIZED TIN|
31|16.00|Brand#11|MEDIUM ANODIZED TIN|
4|16.00|Brand#11|MEDIUM BRUSHED NICKEL|
6|16.00|Brand#11|MEDIUM BRUSHED NICKEL|
14|16.00|Brand#11|MEDIUM BRUSHED NICKEL|
22|16.00|Brand#11|MEDIUM BRUSHED NICKEL|
33|16.00|Brand#11|MEDIUM BRUSHED NICKEL|
49|16.00|Brand#11|MEDIUM BRUSHED STEEL|
49|16.00|Brand#11|MEDIUM BURNISHED NICKEL|
2|16.00|Brand#11|MEDIUM BURNISHED STEEL|
6|16.00|Brand#11|MEDIUM BURNISHED STEEL|
11|16.00|Brand#11|MEDIUM BURNISHED STEEL|
3|16.00|Brand#11|MEDIUM BURNISHED TIN|
15|16.00|Brand#11|MEDIUM BURNISHED TIN|
2|16.00|Brand#11|MEDIUM PLATED BRASS|
5|16.00|Brand#11|MEDIUM PLATED BRASS|
8|16.00|Brand#11|MEDIUM PLATED BRASS|
